A1,A2,A3_u,A3_y,A4_gg,A4_p,A5,A6_aa,A6_c,A6_cc,A6_d,A6_e,A6_ff,A6_i,A6_j,A6_k,A6_m,A6_q,A6_r,A6_w,A6_x,A7,A8,A9_bb,A9_dd,A9_ff,A9_h,A9_j,A9_n,A9_o,A9_v,A9_z,A10,A11,A12,A13,A14,A15_p,A15_s,A16
1,37.33,1,0,0,0,6.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.25,1,12,1,93,0,0,1
1,23.08,1,0,0,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2184,1,0,0,0,0,0,0,0,1,0,1.085,1,11,1,60,0,0,1
1,32.75,1,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.5,1,3,1,0,0,0,1
0,21.67,0,1,0,1,11.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,1,11,1,0,0,0,1
0,28.5,0,1,0,1,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2.54,1,1,0,70,0,0,1
0,68.67,1,0,0,0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3376,1,0,0,0,0,0,0,0,0,1,0.0,1,14,0,0,0,0,1
1,28,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.165,1,2,1,181,0,0,1
1,34.08,0,1,0,1,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,1,1,0,0,0,0,0,0,0,0,0.04,1,1,1,280,0,0,1
1,27.67,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7544,1,0,0,0,1,0,0,0,0,0,1.0,1,4,0,140,0,0,1
1,44,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1,0,0,0,0,0,0,0,1,0,1.75,1,2,1,0,0,0,1
1,25.08,1,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,1,0,1.665,1,1,1,395,0,0,1
1,32,0,1,0,1,1.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04,1,0,1,393,0,0,1
0,60.58,1,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10561,0,0,0,0,0,0,0,0,1,0,11.0,1,0,1,21,0,0,1
0,40.83,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,837,0,0,0,0,1,0,0,0,0,0,1.75,1,0,0,29,0,0,1
1,19.33,1,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,400,0,0,0,0,0,0,0,0,1,0,1.0,1,0,1,60,0,0,1
0,32.33,1,0,0,0,0.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11177,0,0,0,0,0,0,0,0,1,0,0.04,1,0,0,440,0,0,1
1,36.67,1,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,639,0,0,0,0,1,0,0,0,0,0,9.0,1,0,1,102,0,0,1
1,37.5,0,1,0,1,1.125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,0,0,1,431,0,0,1
0,25.08,0,1,0,1,2.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,1,0,1,370,0,0,1
1,41.33,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0,0,1
1,56,1,0,0,0,12.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2028,0,0,0,0,1,0,0,0,0,0,8.0,1,0,1,24,0,0,1
0,49.83,1,0,0,0,13.585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.5,1,0,1,0,0,0,1
1,22.67,1,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.335,1,0,0,100,0,0,1
1,27,0,1,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1065,0,0,0,0,0,0,0,0,1,0,0.375,1,0,1,260,0,0,1
1,25,1,0,0,0,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,0,1,20,0,1,1
0,26.08,1,0,0,0,8.665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,1,0,1.415,1,0,0,160,0,0,1
0,18.42,1,0,0,0,9.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,540,1,0,0,0,0,0,0,0,1,0,1.21,1,4,0,60,0,0,1
1,20.17,1,0,0,0,8.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1,0,0,0,0,0,0,0,1,0,1.96,1,14,0,60,0,0,1
1,47.67,1,0,0,0,0.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15000,1,1,0,0,0,0,0,0,0,0,15.0,1,20,0,0,0,0,1
0,21.25,1,0,0,0,2.335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,1,4,0,80,0,1,1
0,20.67,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0.165,1,3,0,100,0,0,1
0,57.08,1,0,0,0,19.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3000,1,0,0,0,0,0,0,0,1,0,5.5,1,7,0,0,0,0,1
0,22.42,1,0,0,0,5.665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3257,1,0,0,0,0,0,0,0,1,0,2.585,1,7,0,129,0,0,1
1,48.75,1,0,0,0,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1655,1,0,0,0,1,0,0,0,0,0,12.5,1,9,0,181,0,0,1
1,40,1,0,0,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,1,0,0,0,0,0,0,0,0,3.5,1,1,0,0,0,0,1
1,40.58,1,0,0,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3065,1,0,0,0,0,0,0,0,1,0,5.0,1,7,0,0,0,0,1
0,28.67,1,0,0,0,1.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1430,1,0,0,0,0,0,0,0,1,0,2.5,1,5,1,300,0,0,1
0,33.08,1,0,0,0,4.625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.625,1,2,0,0,0,0,1
1,21.33,1,0,0,0,10.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,0,1,0,0,0,1
1,42,1,0,0,0,0.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.125,1,0,0,400,0,0,1
1,41.75,1,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,600,0,0,0,0,0,0,0,0,1,0,2.5,1,0,0,510,0,0,1
1,22.67,0,1,0,1,1.585,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.085,1,6,0,80,0,0,1
1,34.5,0,1,0,1,4.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8.5,1,7,1,195,0,0,1
1,28.25,0,1,0,1,5.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,1.5,1,8,1,144,0,0,1
1,33.17,0,1,0,1,3.165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3.165,1,3,1,380,0,0,1
1,48.17,1,0,0,0,7.625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,790,1,0,0,0,1,0,0,0,0,0,15.5,1,12,0,0,0,0,1
1,27.58,0,1,0,1,2.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,560,1,0,0,0,0,0,0,0,1,0,2.0,1,3,1,370,0,0,1
1,22.58,1,0,0,0,10.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,396,1,0,0,0,0,0,0,0,1,0,0.04,1,9,0,60,0,0,1
0,24.08,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,678,1,0,0,0,1,0,0,0,0,0,1.25,1,1,0,0,0,0,1
0,41.33,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,0,1,0,0,0,0,0,0,0,0,2.25,1,0,1,0,0,0,1
1,24.83,1,0,0,0,2.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,600,1,0,0,0,0,0,0,0,1,0,2.25,1,6,0,186.928044,0,0,1
0,20.75,1,0,0,0,10.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.71,1,2,1,49,0,0,1
1,36.33,0,1,0,1,2.125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1187,1,0,0,0,0,0,0,0,1,0,0.085,1,1,0,50,0,0,1
0,35.42,1,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6590,1,0,0,0,1,0,0,0,0,0,14.0,1,8,0,0,0,0,1
0,71.58,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,186.928044,1,0,1
1,28.67,1,0,0,0,9.335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,168,1,0,0,0,1,0,0,0,0,0,5.665,1,6,0,381,0,0,1
1,35.17,1,0,0,0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1270,1,0,0,0,0,0,0,0,1,0,4.5,1,7,0,150,0,0,1
1,39.5,1,0,0,0,4.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1210,1,1,0,0,0,0,0,0,0,0,6.5,1,16,0,117,0,0,1
1,39.33,1,0,0,0,5.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.0,1,14,1,399,0,0,1
1,24.33,0,1,0,1,6.625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5,1,0,1,100,0,1,1
1,60.08,1,0,0,0,14.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000,1,0,0,1,0,0,0,0,0,0,18.0,1,15,1,0,0,0,1
1,23.08,1,0,0,0,11.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,742,1,0,0,0,0,0,0,0,1,0,3.5,1,9,0,56,0,0,1
1,26.67,0,1,0,1,2.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.25,1,1,0,211,0,0,1
1,48.17,1,0,0,0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5,1,0,0,230,0,1,1
1,41.17,1,0,0,0,4.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.0,1,8,0,320,0,0,1
1,55.92,1,0,0,0,11.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8851,1,0,0,1,0,0,0,0,0,0,5.0,1,5,0,0,0,0,1
1,53.92,1,0,0,0,9.625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.665,1,5,0,0,0,0,1
0,18.92,0,1,0,1,9.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1,0,0,0,0,0,0,0,1,0,1.0,1,4,1,80,0,0,1
0,50.08,1,0,0,0,12.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.29,1,3,1,156,0,0,1
1,65.42,1,0,0,0,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20.0,1,7,1,22,0,0,1
0,17.58,1,0,0,0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.375,1,0,1,0,0,0,1
0,18.83,1,0,0,0,9.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.085,1,0,0,100,0,0,1
0,37.75,1,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,1,0,1,228,0,0,1
1,23.25,1,0,0,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,0,1,160,0,0,1
1,18.08,1,0,0,0,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1,0,0,80,0,0,1
0,22.5,0,1,0,1,8.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.46,0,0,0,164,0,0,1
1,19.67,1,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,1,2,1,80,0,0,1
1,22.08,1,0,0,0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.665,1,0,0,100,0,0,1
1,25.17,1,0,0,0,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7059,1,0,0,0,0,0,0,0,1,0,0.625,1,7,0,0,0,0,1
0,47.42,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1704,1,0,0,0,0,0,0,0,1,0,13.875,1,2,1,519,0,0,1
1,33.5,1,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,857,1,0,0,0,1,0,0,0,0,0,4.5,1,4,1,253,0,0,1
1,27.67,1,0,0,0,13.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,0,0,0,0,0,0,0,0,1,0,5.75,1,0,1,487,0,0,1
0,58.42,1,0,0,0,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6700,1,1,0,0,0,0,0,0,0,0,10.0,1,13,0,0,0,0,1
0,20.67,1,0,0,0,1.835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2503,1,0,0,0,0,0,0,0,1,0,2.085,1,5,0,220,0,0,1
1,26.17,1,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,1
1,21.33,1,0,0,0,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9800,1,0,0,0,0,0,0,0,1,0,1.415,1,1,0,80,0,0,1
1,42.83,1,0,0,0,4.625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.58,1,0,0,0,0,1,1
1,38.17,1,0,0,0,10.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196,1,0,0,0,0,0,0,0,1,0,2.5,1,6,0,520,0,0,1
1,20.5,0,1,0,1,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5,1,0,0,40,0,1,1
1,48.25,1,0,0,0,25.085,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,0,0,1,0,1.75,1,3,0,120,0,0,1
1,28.33,1,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11.0,1,0,1,70,0,0,1
0,18.75,1,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26726,1,0,0,0,0,0,0,0,1,0,2.71,1,5,0,186.928044,0,0,1
1,18.5,1,0,0,0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,1,0,0,0,0,0,0,0,1,0,1.5,1,2,0,120,0,0,1
1,33.17,0,1,0,1,3.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18027,1,0,0,0,1,0,0,0,0,0,2.04,1,1,1,180,0,0,1
1,45,1,0,0,0,8.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,1,0,0,0,1,0,0,0,0,0,14.0,1,1,1,88,0,0,1
0,19.67,1,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,1,0,0,0,1,0,0,0,0,0,0.29,1,11,0,80,0,0,1
1,24.5,1,0,0,0,12.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,444,1,1,0,0,0,0,0,0,0,0,4.75,1,2,0,73,0,0,1
1,21.83,1,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.29,1,6,0,121,0,0,1
1,40.25,1,0,0,0,21.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1200,1,0,0,0,0,0,0,0,0,1,20.0,1,11,0,0,0,0,1
1,41.42,1,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.0,1,6,1,470,0,0,1
0,17.83,1,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,1,0,0,0,1,0,0,0,0,0,1.0,1,11,0,0,0,0,1
1,23.17,1,0,0,0,11.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.46,1,1,0,100,0,0,1
1,31.976661,1,0,0,0,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0,380,0,0,0
1,18.17,1,0,0,0,10.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1.085,0,0,0,320,0,0,0
1,20,1,0,0,0,11.045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,1,136,0,0,0
1,20,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,144,0,0,0
0,20.75,1,0,0,0,9.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,1,0,0.04,0,0,0,200,0,0,0
0,24.5,0,1,0,1,1.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.165,0,0,0,132,0,0,0
1,32.75,1,0,0,0,2.335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.75,0,0,1,292,0,0,0
0,52.17,0,1,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
0,48.17,1,0,0,0,1.335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,1,0,0,0.335,0,0,0,0,0,0,0
0,20.42,0,1,0,1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,154,0,0,0
1,50.75,1,0,0,0,0.585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,145,0,0,0
1,17.08,0,1,0,1,0.085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0,1,0,0.04,0,0,0,140,0,0,0
1,18.33,0,1,0,1,1.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,100,0,0,0
0,32,1,0,0,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.25,0,0,0,272,0,0,0
1,59.67,1,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,1,0,1,260,0,0,1
1,18,1,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0.21,0,0,0,200,0,0,1
1,37.58,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,186.928044,1,0,1
1,32.33,1,0,0,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.25,0,0,1,280,0,0,0
1,18.08,0,1,0,1,6.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,0,0,140,0,0,0
1,38.25,0,1,0,1,10.125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,0,0,0,160,0,0,0
1,30.67,1,0,0,0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.25,0,0,1,340,0,1,0
1,18.58,1,0,0,0,5.71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.54,0,0,0,120,0,0,0
0,19.17,1,0,0,0,5.415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,484,0,0,0,0,1,0,0,0,0,0,0.29,0,0,0,80,0,0,0
0,18.17,0,1,0,1,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.165,0,0,0,340,0,0,0
1,24.58,0,1,0,1,13.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,186.928044,0,0,0
1,16.25,1,0,0,0,0.835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.085,1,0,0,200,0,1,0
1,21.17,0,1,0,1,0.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,1,0,0,0,0,0,0.25,0,0,0,280,0,0,0
1,23.92,0,1,0,1,0.585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.125,0,0,0,240,0,0,0
1,17.67,1,0,0,0,4.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0,80,0,1,0
0,16.5,1,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,1,0,0,0,0,0,0,0,1,0,0.25,0,1,0,108,0,0,0
1,23.25,1,0,0,0,12.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5552,1,0,0,0,0,0,0,0,1,0,0.125,0,2,0,0,0,0,0
1,17.58,1,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.165,0,1,0,120,0,0,0
0,31.976661,1,0,0,0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105,1,0,0,1,0,0,0,0,0,0,0.0,0,2,1,200,0,0,0
1,29.5,1,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2803,1,0,0,0,0,0,0,0,1,0,0.29,0,1,0,340,0,0,0
1,18.83,0,1,0,1,0.415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.165,0,1,0,200,0,0,0
0,21.75,0,1,0,1,1.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,160,0,0,0
